loan_size,interest_rate,borrower_income,debt_to_income,num_of_accounts,derogatory_marks,total_debt,loan_status
11200,7.884,54800,0.452554745,5,1,24800,0
10100,7.426,50500,0.405940594,4,1,20500,0
9300,7.084,47300,0.365750529,3,0,17300,0
10800,7.736,53400,0.438202247,5,1,23400,0
8700,6.842,45000,0.333333333,3,0,15000,0
10300,7.518,51300,0.415204678,4,1,21300,0
19900,11.568,89500,0.664804469,13,2,59500,0
11100,7.86,54600,0.450549451,5,1,24600,0
12100,8.278,58500,0.487179487,6,1,28500,0
9000,6.929,45800,0.344978166,3,0,15800,0
9200,7.049,46900,0.360341151,3,0,16900,0
9200,7.014,46600,0.356223176,3,0,16600,0
8200,6.593,42600,0.295774648,2,0,12600,0
8000,6.505,41800,0.282296651,2,0,11800,0
11300,7.921,55100,0.45553539,5,1,25100,0
10600,7.634,52400,0.427480916,5,1,22400,0
10400,7.551,51700,0.419729207,4,1,21700,0
9100,6.994,46400,0.353448276,3,0,16400,0
10900,7.766,53700,0.441340782,5,1,23700,0
10800,7.714,53200,0.436090226,5,1,23200,0
9800,7.303,49300,0.39148073,4,0,19300,0
10300,7.495,51100,0.412915851,4,1,21100,0
10500,7.59,52000,0.423076923,4,1,22000,0
6600,5.915,36300,0.173553719,1,0,6300,0
10700,7.692,53000,0.433962264,5,1,23000,0
9500,7.161,48000,0.375,4,0,18000,0
12700,8.535,60900,0.507389163,6,1,30900,0
9300,7.092,47300,0.365750529,3,0,17300,0
9900,7.321,49500,0.393939394,4,0,19500,0
9900,7.335,49600,0.39516129,4,0,19600,0
11400,7.988,55800,0.462365591,5,1,25800,0
10000,7.374,50000,0.4,4,0,20000,0
10200,7.476,51000,0.411764706,4,1,21000,0
9600,7.219,48500,0.381443299,4,0,18500,0
8400,6.69,43600,0.311926606,3,0,13600,0
9100,7.001,46500,0.35483871,3,0,16500,0
9400,7.1,47400,0.367088608,3,0,17400,0
8500,6.742,44000,0.318181818,3,0,14000,0
9900,7.347,49700,0.39637827,4,0,19700,0
8300,6.637,43000,0.302325581,2,0,13000,0
9300,7.069,47100,0.363057325,3,0,17100,0
8400,6.698,43600,0.311926606,3,0,13600,0
9400,7.137,47800,0.372384937,3,0,17800,0
6800,6.034,37400,0.197860963,1,0,7400,0
9600,7.195,48300,0.378881988,4,0,18300,0
10900,7.745,53500,0.439252336,5,1,23500,0
9600,7.199,48300,0.378881988,4,0,18300,0
10300,7.496,51100,0.412915851,4,1,21100,0
8900,6.892,45500,0.340659341,3,0,15500,0
10100,7.397,50200,0.402390438,4,1,20200,0
10900,7.746,53500,0.439252336,5,1,23500,0
9400,7.139,47800,0.372384937,3,0,17800,0
8300,6.668,43300,0.307159353,3,0,13300,0
8800,6.858,45100,0.33481153,3,0,15100,0
9600,7.223,48600,0.382716049,4,0,18600,0
9600,7.209,48400,0.380165289,4,0,18400,0
9500,7.149,47900,0.373695198,4,0,17900,0
9700,7.256,48900,0.386503067,4,0,18900,0
10200,7.445,50700,0.408284024,4,1,20700,0
9100,6.995,46400,0.353448276,3,0,16400,0
11400,7.954,55500,0.459459459,5,1,25500,0
10700,7.682,52900,0.43289225,5,1,22900,0
9300,7.091,47300,0.365750529,3,0,17300,0
9100,6.999,46500,0.35483871,3,0,16500,0
9200,7.029,46700,0.357601713,3,0,16700,0
9800,7.288,49200,0.390243902,4,0,19200,0
9600,7.197,48300,0.378881988,4,0,18300,0
9000,6.97,46200,0.350649351,3,0,16200,0
10300,7.487,51100,0.412915851,4,1,21100,0
8400,6.716,43800,0.315068493,3,0,13800,0
10600,7.644,52500,0.428571429,5,1,22500,0
9100,6.979,46300,0.352051836,3,0,16300,0
9100,7.011,46600,0.356223176,3,0,16600,0
8200,6.619,42900,0.300699301,2,0,12900,0
9000,6.941,45900,0.346405229,3,0,15900,0
10200,7.46,50800,0.409448819,4,1,20800,0
10300,7.515,51300,0.415204678,4,1,21300,0
9900,7.331,49600,0.39516129,4,0,19600,0
10700,7.656,52600,0.429657795,5,1,22600,0
10000,7.377,50000,0.4,4,1,20000,0
8400,6.695,43600,0.311926606,3,0,13600,0
9700,7.268,49000,0.387755102,4,0,19000,0
10000,7.381,50100,0.401197605,4,1,20100,0
9100,6.988,46400,0.353448276,3,0,16400,0
8500,6.725,43900,0.316628702,3,0,13900,0
9500,7.167,48000,0.375,4,0,18000,0
9000,6.967,46200,0.350649351,3,0,16200,0
10300,7.508,51300,0.415204678,4,1,21300,0
10200,7.466,50900,0.410609037,4,1,20900,0
9600,7.221,48500,0.381443299,4,0,18500,0
10600,7.613,52200,0.425287356,5,1,22200,0
9700,7.252,48800,0.385245902,4,0,18800,0
8400,6.709,43700,0.313501144,3,0,13700,0
10600,7.637,52500,0.428571429,5,1,22500,0
9600,7.207,48400,0.380165289,4,0,18400,0
8900,6.92,45700,0.343544858,3,0,15700,0
10600,7.611,52200,0.425287356,4,1,22200,0
7900,6.484,41600,0.278846154,2,0,11600,0
9200,7.051,46900,0.360341151,3,0,16900,0
8800,6.885,45400,0.339207048,3,0,15400,0
9000,6.954,46000,0.347826087,3,0,16000,0
9300,7.062,47100,0.363057325,3,0,17100,0
10400,7.547,51600,0.418604651,4,1,21600,0
10100,7.433,50500,0.405940594,4,1,20500,0
9100,7.002,46500,0.35483871,3,0,16500,0
8600,6.768,44300,0.322799097,3,0,14300,0
9400,7.125,47600,0.369747899,3,0,17600,0
10300,7.501,51200,0.4140625,4,1,21200,0
8400,6.716,43800,0.315068493,3,0,13800,0
10400,7.54,51600,0.418604651,4,1,21600,0
11100,7.837,54300,0.447513812,5,1,24300,0
8500,6.735,44000,0.318181818,3,0,14000,0
10200,7.455,50800,0.409448819,4,1,20800,0
10600,7.618,52300,0.426386233,5,1,22300,0
9600,7.224,48600,0.382716049,4,0,18600,0
8300,6.673,43400,0.30875576,3,0,13400,0
9600,7.187,48200,0.377593361,4,0,18200,0
8900,6.905,45600,0.342105263,3,0,15600,0
8400,6.71,43700,0.313501144,3,0,13700,0
8900,6.895,45500,0.340659341,3,0,15500,0
9600,7.202,48400,0.380165289,4,0,18400,0
9000,6.936,45900,0.346405229,3,0,15900,0
9900,7.341,49700,0.39637827,4,0,19700,0
10400,7.537,51500,0.417475728,4,1,21500,0
9000,6.93,45800,0.344978166,3,0,15800,0
9000,6.947,46000,0.347826087,3,0,16000,0
7100,6.164,38600,0.222797927,1,0,8600,0
11100,7.835,54300,0.447513812,5,1,24300,0
8900,6.891,45400,0.339207048,3,0,15400,0
9500,7.182,48200,0.377593361,4,0,18200,0
9300,7.086,47300,0.365750529,3,0,17300,0
10000,7.356,49800,0.397590361,4,0,19800,0
9100,6.987,46300,0.352051836,3,0,16300,0
7800,6.444,41200,0.27184466,2,0,11200,0
9800,7.305,49300,0.39148073,4,0,19300,0
9200,7.025,46700,0.357601713,3,0,16700,0
9300,7.076,47200,0.36440678,3,0,17200,0
8000,6.544,42200,0.289099526,2,0,12200,0
10500,7.571,51800,0.420849421,4,1,21800,0
8900,6.894,45500,0.340659341,3,0,15500,0
8600,6.79,44500,0.325842697,3,0,14500,0
9500,7.182,48200,0.377593361,4,0,18200,0
9900,7.314,49400,0.392712551,4,0,19400,0
7300,6.228,39200,0.234693878,2,0,9200,0
9900,7.354,49800,0.397590361,4,0,19800,0
8700,6.803,44600,0.32735426,3,0,14600,0
8800,6.877,45300,0.337748344,3,0,15300,0
9500,7.144,47800,0.372384937,4,0,17800,0
9800,7.31,49400,0.392712551,4,0,19400,0
9700,7.265,49000,0.387755102,4,0,19000,0
9000,6.94,45900,0.346405229,3,0,15900,0
9800,7.303,49300,0.39148073,4,0,19300,0
8600,6.782,44400,0.324324324,3,0,14400,0
5800,5.598,33300,0.099099099,0,0,3300,0
9100,6.985,46300,0.352051836,3,0,16300,0
9100,6.974,46200,0.350649351,3,0,16200,0
9100,7.01,46600,0.356223176,3,0,16600,0
10200,7.465,50800,0.409448819,4,1,20800,0
9700,7.24,48700,0.383983573,4,0,18700,0
9100,6.983,46300,0.352051836,3,0,16300,0
9600,7.221,48500,0.381443299,4,0,18500,0
9600,7.217,48500,0.381443299,4,0,18500,0
10800,7.73,53300,0.437148218,5,1,23300,0
8500,6.727,43900,0.316628702,3,0,13900,0
10200,7.48,51000,0.411764706,4,1,21000,0
8300,6.636,43000,0.302325581,2,0,13000,0
11300,7.929,55200,0.456521739,5,1,25200,0
8400,6.71,43700,0.313501144,3,0,13700,0
9200,7.029,46700,0.357601713,3,0,16700,0
7900,6.484,41600,0.278846154,2,0,11600,0
9300,7.07,47100,0.363057325,3,0,17100,0
10000,7.359,49800,0.397590361,4,0,19800,0
8000,6.52,42000,0.285714286,2,0,12000,0
9500,7.181,48200,0.377593361,4,0,18200,0
9400,7.115,47600,0.369747899,3,0,17600,0
8500,6.738,44000,0.318181818,3,0,14000,0
10100,7.42,50400,0.404761905,4,1,20400,0
7800,6.435,41200,0.27184466,2,0,11200,0
9900,7.333,49600,0.39516129,4,0,19600,0
8800,6.863,45200,0.336283186,3,0,15200,0
9500,7.142,47800,0.372384937,4,0,17800,0
8600,6.783,44400,0.324324324,3,0,14400,0
9600,7.191,48300,0.378881988,4,0,18300,0
9100,6.989,46400,0.353448276,3,0,16400,0
8300,6.658,43300,0.307159353,2,0,13300,0
10800,7.728,53300,0.437148218,5,1,23300,0
12600,8.459,60200,0.50166113,6,1,30200,0
7100,6.157,38500,0.220779221,1,0,8500,0
7700,6.397,40800,0.264705882,2,0,10800,0
9200,7.015,46600,0.356223176,3,0,16600,0
11700,8.106,56900,0.472759227,6,1,26900,0
8700,6.818,44800,0.330357143,3,0,14800,0
8000,6.528,42000,0.285714286,2,0,12000,0
10300,7.511,51300,0.415204678,4,1,21300,0
10400,7.554,51700,0.419729207,4,1,21700,0
9800,7.305,49300,0.39148073,4,0,19300,0
8300,6.639,43100,0.303944316,2,0,13100,0
10700,7.659,52700,0.430740038,5,1,22700,0
9300,7.083,47200,0.36440678,3,0,17200,0
10700,7.652,52600,0.429657795,5,1,22600,0
8800,6.869,45200,0.336283186,3,0,15200,0
9900,7.342,49700,0.39637827,4,0,19700,0
8600,6.779,44400,0.324324324,3,0,14400,0
8900,6.888,45400,0.339207048,3,0,15400,0
10000,7.393,50200,0.402390438,4,1,20200,0
9900,7.326,49500,0.393939394,4,0,19500,0
10200,7.468,50900,0.410609037,4,1,20900,0
8600,6.759,44200,0.321266968,3,0,14200,0
10400,7.552,51700,0.419729207,4,1,21700,0
10400,7.527,51400,0.416342412,4,1,21400,0
9000,6.952,46000,0.347826087,3,0,16000,0
7200,6.169,38600,0.222797927,1,0,8600,0
10000,7.39,50100,0.401197605,4,1,20100,0
10000,7.379,50000,0.4,4,1,20000,0
8800,6.868,45200,0.336283186,3,0,15200,0
9500,7.175,48100,0.376299376,4,0,18100,0
7600,6.36,40400,0.257425743,2,0,10400,0
9600,7.222,48600,0.382716049,4,0,18600,0
7400,6.286,39800,0.246231156,2,0,9800,0
8800,6.861,45200,0.336283186,3,0,15200,0
10100,7.41,50300,0.403578529,4,1,20300,0
11900,8.167,57500,0.47826087,6,1,27500,0
11000,7.818,54200,0.446494465,5,1,24200,0
10900,7.778,53800,0.442379182,5,1,23800,0
11500,7.999,55900,0.46332737,5,1,25900,0
8600,6.792,44500,0.325842697,3,0,14500,0
9500,7.158,48000,0.375,4,0,18000,0
12400,8.391,59600,0.496644295,6,1,29600,0
9200,7.052,47000,0.361702128,3,0,17000,0
10700,7.656,52600,0.429657795,5,1,22600,0
10400,7.543,51600,0.418604651,4,1,21600,0
6600,5.912,36200,0.171270718,1,0,6200,0
8500,6.718,43800,0.315068493,3,0,13800,0
7800,6.459,41400,0.275362319,2,0,11400,0
7600,6.348,40300,0.255583127,2,0,10300,0
9500,7.18,48200,0.377593361,4,0,18200,0
9100,6.989,46400,0.353448276,3,0,16400,0
11200,7.888,54800,0.452554745,5,1,24800,0
8800,6.883,45400,0.339207048,3,0,15400,0
9000,6.95,46000,0.347826087,3,0,16000,0
9100,6.996,46400,0.353448276,3,0,16400,0
9100,6.98,46300,0.352051836,3,0,16300,0
8900,6.903,45600,0.342105263,3,0,15600,0
9600,7.186,48200,0.377593361,4,0,18200,0
12900,8.594,61500,0.512195122,7,1,31500,0
11000,7.779,53800,0.442379182,5,1,23800,0
8600,6.77,44300,0.322799097,3,0,14300,0
7400,6.272,39600,0.242424242,2,0,9600,0
10000,7.386,50100,0.401197605,4,1,20100,0
9900,7.329,49600,0.39516129,4,0,19600,0
8400,6.686,43500,0.310344828,3,0,13500,0
9600,7.221,48600,0.382716049,4,0,18600,0
9400,7.115,47500,0.368421053,3,0,17500,0
10900,7.769,53700,0.441340782,5,1,23700,0
8000,6.506,41800,0.282296651,2,0,11800,0
8600,6.79,44500,0.325842697,3,0,14500,0
10600,7.637,52500,0.428571429,5,1,22500,0
10000,7.395,50200,0.402390438,4,1,20200,0
9900,7.334,49600,0.39516129,4,0,19600,0
8500,6.73,43900,0.316628702,3,0,13900,0
10200,7.471,50900,0.410609037,4,1,20900,0
10300,7.485,51000,0.411764706,4,1,21000,0
9700,7.234,48700,0.383983573,4,0,18700,0
11300,7.912,55100,0.45553539,5,1,25100,0
8000,6.543,42200,0.289099526,2,0,12200,0
8500,6.725,43900,0.316628702,3,0,13900,0
10400,7.542,51600,0.418604651,4,1,21600,0
6800,6.03,37300,0.195710456,1,0,7300,0
10000,7.37,50000,0.4,4,0,20000,0
11100,7.85,54500,0.449541284,5,1,24500,0
8900,6.898,45500,0.340659341,3,0,15500,0
10300,7.521,51400,0.416342412,4,1,21400,0
9300,7.072,47200,0.36440678,3,0,17200,0
10100,7.402,50300,0.403578529,4,1,20300,0
6700,5.976,36800,0.184782609,1,0,6800,0
10800,7.729,53300,0.437148218,5,1,23300,0
11500,8.033,56200,0.466192171,5,1,26200,0
11200,7.898,54900,0.453551913,5,1,24900,0
8100,6.559,42300,0.290780142,2,0,12300,0
11500,8.002,55900,0.46332737,5,1,25900,0
9400,7.137,47800,0.372384937,3,0,17800,0
9200,7.042,46900,0.360341151,3,0,16900,0
10500,7.591,52000,0.423076923,4,1,22000,0
7800,6.445,41200,0.27184466,2,0,11200,0
8200,6.589,42600,0.295774648,2,0,12600,0
9600,7.19,48300,0.378881988,4,0,18300,0
7800,6.42,41000,0.268292683,2,0,11000,0
10800,7.711,53200,0.436090226,5,1,23200,0
9300,7.075,47200,0.36440678,3,0,17200,0
8400,6.711,43800,0.315068493,3,0,13800,0
10000,7.357,49800,0.397590361,4,0,19800,0
9700,7.253,48900,0.386503067,4,0,18900,0
7500,6.292,39800,0.246231156,2,0,9800,0
8300,6.633,43000,0.302325581,2,0,13000,0
9600,7.213,48500,0.381443299,4,0,18500,0
9800,7.285,49100,0.389002037,4,0,19100,0
10100,7.426,50500,0.405940594,4,1,20500,0
9200,7.052,47000,0.361702128,3,0,17000,0
9600,7.21,48400,0.380165289,4,0,18400,0
10700,7.661,52700,0.430740038,5,1,22700,0
10100,7.43,50500,0.405940594,4,1,20500,0
9100,6.994,46400,0.353448276,3,0,16400,0
8000,6.544,42200,0.289099526,2,0,12200,0
8800,6.865,45200,0.336283186,3,0,15200,0
8900,6.907,45600,0.342105263,3,0,15600,0
10400,7.526,51400,0.416342412,4,1,21400,0
7700,6.402,40800,0.264705882,2,0,10800,0
11300,7.928,55200,0.456521739,5,1,25200,0
8700,6.805,44600,0.32735426,3,0,14600,0
8100,6.574,42500,0.294117647,2,0,12500,0
9600,7.188,48200,0.377593361,4,0,18200,0
10300,7.505,51200,0.4140625,4,1,21200,0
8500,6.724,43900,0.316628702,3,0,13900,0
7800,6.433,41100,0.270072993,2,0,11100,0
9000,6.946,46000,0.347826087,3,0,16000,0
8800,6.872,45300,0.337748344,3,0,15300,0
10700,7.688,52900,0.43289225,5,1,22900,0
9900,7.329,49600,0.39516129,4,0,19600,0
10500,7.606,52200,0.425287356,4,1,22200,0
8900,6.912,45600,0.342105263,3,0,15600,0
9700,7.238,48700,0.383983573,4,0,18700,0
7600,6.358,40400,0.257425743,2,0,10400,0
9300,7.075,47200,0.36440678,3,0,17200,0
10300,7.496,51100,0.412915851,4,1,21100,0
9500,7.151,47900,0.373695198,4,0,17900,0
9000,6.967,46200,0.350649351,3,0,16200,0
9700,7.227,48600,0.382716049,4,0,18600,0
8400,6.687,43500,0.310344828,3,0,13500,0
8900,6.923,45700,0.343544858,3,0,15700,0
10000,7.375,50000,0.4,4,1,20000,0
10300,7.497,51200,0.4140625,4,1,21200,0
8800,6.861,45200,0.336283186,3,0,15200,0
9500,7.15,47900,0.373695198,4,0,17900,0
9000,6.932,45800,0.344978166,3,0,15800,0
10400,7.557,51700,0.419729207,4,1,21700,0
10400,7.532,51500,0.417475728,4,1,21500,0
8700,6.822,44800,0.330357143,3,0,14800,0
9500,7.156,47900,0.373695198,4,0,17900,0
10300,7.506,51200,0.4140625,4,1,21200,0
10200,7.463,50800,0.409448819,4,1,20800,0
10100,7.421,50400,0.404761905,4,1,20400,0
9500,7.166,48000,0.375,4,0,18000,0
10200,7.45,50700,0.408284024,4,1,20700,0
10400,7.525,51400,0.416342412,4,1,21400,0
9600,7.205,48400,0.380165289,4,0,18400,0
10300,7.488,51100,0.412915851,4,1,21100,0
11400,7.965,55600,0.460431655,5,1,25600,0
9100,7.004,46500,0.35483871,3,0,16500,0
8600,6.767,44300,0.322799097,3,0,14300,0
11000,7.812,54100,0.445471349,5,1,24100,0
9600,7.213,48500,0.381443299,4,0,18500,0
9100,7.012,46600,0.356223176,3,0,16600,0
8100,6.577,42500,0.294117647,2,0,12500,0
9800,7.282,49100,0.389002037,4,0,19100,0
10400,7.561,51700,0.419729207,4,1,21700,0
9000,6.938,45900,0.346405229,3,0,15900,0
8600,6.78,44400,0.324324324,3,0,14400,0
10800,7.718,53200,0.436090226,5,1,23200,0
10200,7.442,50600,0.407114625,4,1,20600,0
10900,7.75,53500,0.439252336,5,1,23500,0
8800,6.873,45300,0.337748344,3,0,15300,0
9300,7.065,47100,0.363057325,3,0,17100,0
9400,7.136,47700,0.371069182,3,0,17700,0
8800,6.877,45300,0.337748344,3,0,15300,0
11000,7.808,54100,0.445471349,5,1,24100,0
6300,5.811,35300,0.150141643,1,0,5300,0
10400,7.537,51500,0.417475728,4,1,21500,0
7700,6.41,40900,0.266503667,2,0,10900,0
11400,7.974,55600,0.460431655,5,1,25600,0
11300,7.927,55200,0.456521739,5,1,25200,0
8500,6.717,43800,0.315068493,3,0,13800,0
11200,7.895,54900,0.453551913,5,1,24900,0
8200,6.631,43000,0.302325581,2,0,13000,0
11300,7.943,55300,0.457504521,5,1,25300,0
7800,6.431,41100,0.270072993,2,0,11100,0
10400,7.537,51500,0.417475728,4,1,21500,0
9000,6.932,45800,0.344978166,3,0,15800,0
8300,6.67,43400,0.30875576,3,0,13400,0
8400,6.706,43700,0.313501144,3,0,13700,0
10900,7.74,53400,0.438202247,5,1,23400,0
8400,6.679,43400,0.30875576,3,0,13400,0
8900,6.925,45800,0.344978166,3,0,15800,0
9600,7.211,48500,0.381443299,4,0,18500,0
8300,6.67,43400,0.30875576,3,0,13400,0
9600,7.208,48400,0.380165289,4,0,18400,0
11300,7.909,55000,0.454545455,5,1,25000,0
11500,8.02,56100,0.465240642,5,1,26100,0
9800,7.303,49300,0.39148073,4,0,19300,0
6500,5.888,36000,0.166666667,1,0,6000,0
10100,7.437,50600,0.407114625,4,1,20600,0
9700,7.265,49000,0.387755102,4,0,19000,0
9600,7.187,48200,0.377593361,4,0,18200,0
8900,6.901,45500,0.340659341,3,0,15500,0
10200,7.471,50900,0.410609037,4,1,20900,0
7600,6.336,40200,0.253731343,2,0,10200,0
11900,8.17,57500,0.47826087,6,1,27500,0
9700,7.255,48900,0.386503067,4,0,18900,0
9900,7.334,49600,0.39516129,4,0,19600,0
10300,7.489,51100,0.412915851,4,1,21100,0
8500,6.744,44100,0.319727891,3,0,14100,0
9000,6.968,46200,0.350649351,3,0,16200,0
7200,6.167,38600,0.222797927,1,0,8600,0
8200,6.59,42600,0.295774648,2,0,12600,0
7900,6.475,41500,0.277108434,2,0,11500,0
8900,6.912,45600,0.342105263,3,0,15600,0
9400,7.135,47700,0.371069182,3,0,17700,0
9800,7.273,49000,0.387755102,4,0,19000,0
10400,7.535,51500,0.417475728,4,1,21500,0
9500,7.163,48000,0.375,4,0,18000,0
8600,6.79,44500,0.325842697,3,0,14500,0
9000,6.939,45900,0.346405229,3,0,15900,0
9800,7.298,49300,0.39148073,4,0,19300,0
12000,8.216,57900,0.481865285,6,1,27900,0
9900,7.343,49700,0.39637827,4,0,19700,0
9700,7.248,48800,0.385245902,4,0,18800,0
9600,7.193,48300,0.378881988,4,0,18300,0
10200,7.462,50800,0.409448819,4,1,20800,0
9300,7.083,47300,0.365750529,3,0,17300,0
10300,7.484,51000,0.411764706,4,1,21000,0
10700,7.684,52900,0.43289225,5,1,22900,0
10600,7.626,52400,0.427480916,5,1,22400,0
9000,6.941,45900,0.346405229,3,0,15900,0
10500,7.589,52000,0.423076923,4,1,22000,0
8100,6.568,42400,0.29245283,2,0,12400,0
8300,6.665,43300,0.307159353,2,0,13300,0
11500,8.023,56100,0.465240642,5,1,26100,0
12900,8.621,61700,0.513776337,7,1,31700,0
10600,7.621,52300,0.426386233,5,1,22300,0
10000,7.391,50200,0.402390438,4,1,20200,0
10200,7.455,50800,0.409448819,4,1,20800,0
10800,7.701,53100,0.435028249,5,1,23100,0
10200,7.444,50700,0.408284024,4,1,20700,0
7900,6.462,41400,0.275362319,2,0,11400,0
8900,6.9,45500,0.340659341,3,0,15500,0
9700,7.243,48800,0.385245902,4,0,18800,0
10100,7.401,50200,0.402390438,4,1,20200,0
11300,7.912,55100,0.45553539,5,1,25100,0
9700,7.237,48700,0.383983573,4,0,18700,0
9600,7.195,48300,0.378881988,4,0,18300,0
8200,6.623,42900,0.300699301,2,0,12900,0
9500,7.156,47900,0.373695198,4,0,17900,0
9000,6.951,46000,0.347826087,3,0,16000,0
10000,7.359,49800,0.397590361,4,0,19800,0
7500,6.296,39800,0.246231156,2,0,9800,0
11300,7.936,55300,0.457504521,5,1,25300,0
9200,7.021,46700,0.357601713,3,0,16700,0
6800,6.01,37100,0.191374663,1,0,7100,0
9400,7.115,47600,0.369747899,3,0,17600,0
7800,6.457,41400,0.275362319,2,0,11400,0
9400,7.131,47700,0.371069182,3,0,17700,0
9700,7.244,48800,0.385245902,4,0,18800,0
8200,6.623,42900,0.300699301,2,0,12900,0
11400,7.976,55700,0.461400359,5,1,25700,0
6400,5.85,35600,0.157303371,1,0,5600,0
9600,7.222,48600,0.382716049,4,0,18600,0
10200,7.465,50800,0.409448819,4,1,20800,0
10800,7.714,53200,0.436090226,5,1,23200,0
11300,7.948,55400,0.458483755,5,1,25400,0
10400,7.528,51400,0.416342412,4,1,21400,0
9600,7.188,48200,0.377593361,4,0,18200,0
8900,6.911,45600,0.342105263,3,0,15600,0
10100,7.436,50600,0.407114625,4,1,20600,0
10700,7.66,52700,0.430740038,5,1,22700,0
10800,7.703,53100,0.435028249,5,1,23100,0
9300,7.068,47100,0.363057325,3,0,17100,0
8600,6.768,44300,0.322799097,3,0,14300,0
10200,7.471,50900,0.410609037,4,1,20900,0
10600,7.628,52400,0.427480916,5,1,22400,0
9500,7.167,48000,0.375,4,0,18000,0
10100,7.402,50300,0.403578529,4,1,20300,0
7900,6.471,41500,0.277108434,2,0,11500,0
8000,6.531,42100,0.287410926,2,0,12100,0
7400,6.266,39600,0.242424242,2,0,9600,0
10700,7.684,52900,0.43289225,5,1,22900,0
10500,7.576,51900,0.421965318,4,1,21900,0
9700,7.26,48900,0.386503067,4,0,18900,0
8800,6.85,45100,0.33481153,3,0,15100,0
9000,6.967,46200,0.350649351,3,0,16200,0
10100,7.429,50500,0.405940594,4,1,20500,0
9000,6.967,46200,0.350649351,3,0,16200,0
10900,7.769,53700,0.441340782,5,1,23700,0
12100,8.255,58300,0.48542024,6,1,28300,0
10600,7.641,52500,0.428571429,5,1,22500,0
9000,6.971,46200,0.350649351,3,0,16200,0
10400,7.56,51700,0.419729207,4,1,21700,0
10700,7.679,52900,0.43289225,5,1,22900,0
10200,7.453,50700,0.408284024,4,1,20700,0
9100,6.998,46500,0.35483871,3,0,16500,0
10400,7.56,51700,0.419729207,4,1,21700,0
9600,7.184,48200,0.377593361,4,0,18200,0
10400,7.53,51500,0.417475728,4,1,21500,0
12400,8.391,59600,0.496644295,6,1,29600,0
10400,7.545,51600,0.418604651,4,1,21600,0
8300,6.638,43100,0.303944316,2,0,13100,0
7800,6.452,41300,0.273607748,2,0,11300,0
8100,6.573,42400,0.29245283,2,0,12400,0
10100,7.437,50600,0.407114625,4,1,20600,0
9300,7.089,47300,0.365750529,3,0,17300,0
8500,6.751,44100,0.319727891,3,0,14100,0
9100,7.01,46600,0.356223176,3,0,16600,0
8100,6.576,42500,0.294117647,2,0,12500,0
9300,7.064,47100,0.363057325,3,0,17100,0
8500,6.717,43800,0.315068493,3,0,13800,0
9800,7.304,49300,0.39148073,4,0,19300,0
9000,6.931,45800,0.344978166,3,0,15800,0
9400,7.134,47700,0.371069182,3,0,17700,0
9300,7.078,47200,0.36440678,3,0,17200,0
10000,7.36,49900,0.398797595,4,0,19900,0
8500,6.756,44200,0.321266968,3,0,14200,0
8200,6.63,43000,0.302325581,2,0,13000,0
8900,6.888,45400,0.339207048,3,0,15400,0
7000,6.111,38100,0.212598425,1,0,8100,0
8100,6.55,42200,0.289099526,2,0,12200,0
10300,7.494,51100,0.412915851,4,1,21100,0
8500,6.728,43900,0.316628702,3,0,13900,0
10200,7.452,50700,0.408284024,4,1,20700,0
9200,7.052,47000,0.361702128,3,0,17000,0
10000,7.366,49900,0.398797595,4,0,19900,0
10800,7.694,53000,0.433962264,5,1,23000,0
9100,6.975,46200,0.350649351,3,0,16200,0
10400,7.543,51600,0.418604651,4,1,21600,0
9100,6.986,46300,0.352051836,3,0,16300,0
8500,6.718,43800,0.315068493,3,0,13800,0
9000,6.957,46100,0.349240781,3,0,16100,0
9600,7.195,48300,0.378881988,4,0,18300,0
6600,5.945,36500,0.178082192,1,0,6500,0
8400,6.694,43600,0.311926606,3,0,13600,0
8500,6.74,44000,0.318181818,3,0,14000,0
11200,7.867,54600,0.450549451,5,1,24600,0
9500,7.162,48000,0.375,4,0,18000,0
8500,6.754,44200,0.321266968,3,0,14200,0
8900,6.901,45500,0.340659341,3,0,15500,0
9800,7.293,49200,0.390243902,4,0,19200,0
8800,6.881,45400,0.339207048,3,0,15400,0
10100,7.397,50200,0.402390438,4,1,20200,0
10300,7.517,51300,0.415204678,4,1,21300,0
10400,7.529,51500,0.417475728,4,1,21500,0
8400,6.691,43600,0.311926606,3,0,13600,0
10300,7.514,51300,0.415204678,4,1,21300,0
11000,7.78,53800,0.442379182,5,1,23800,0
9000,6.949,46000,0.347826087,3,0,16000,0
9700,7.239,48700,0.383983573,4,0,18700,0
9700,7.237,48700,0.383983573,4,0,18700,0
10000,7.381,50100,0.401197605,4,1,20100,0
8700,6.84,45000,0.333333333,3,0,15000,0
8800,6.87,45300,0.337748344,3,0,15300,0
8600,6.763,44200,0.321266968,3,0,14200,0
9800,7.291,49200,0.390243902,4,0,19200,0
10600,7.645,52500,0.428571429,5,1,22500,0
9400,7.1,47400,0.367088608,3,0,17400,0
11700,8.11,56900,0.472759227,6,1,26900,0
7400,6.266,39600,0.242424242,2,0,9600,0
8200,6.617,42900,0.300699301,2,0,12900,0
9600,7.186,48200,0.377593361,4,0,18200,0
11000,7.788,53900,0.443413729,5,1,23900,0
8900,6.906,45600,0.342105263,3,0,15600,0
7800,6.452,41300,0.273607748,2,0,11300,0
8100,6.587,42600,0.295774648,2,0,12600,0
